Name,Division_Title,Division_Record,Status,Age,Height,Weight,Reach,Leg_Reach,Octagon_Reach,Trains_at,Fighting_Style,Total_Fights,Wins,Losses,Draws,Win_Percentage,Title_Defenses,Former_Champion,Fight_Win_Streak,Octagon_Debut,Wins_by_KO_TKO,Wins_by_SUB,Wins_by_DEC,First_Round_Wins,Sig_Strikes_Landed,Sig_Strikes_Attempted,Striking_Accuracy,Striking_Defense,Sig_Strikes_Landed_Per_Min,Sig_Strikes_Absorbed_Per_Min,Average_Sig_Strikes,Sig_Strikes_Head_Pct,Sig_Strikes_Body_Pct,Sig_Strikes_Leg_Pct,Takedowns_Landed,Takedowns_Attempted,Takedown_Accuracy,Takedown_Defense,Takedown_Avg_Per_15_Min,Submissions,Submission_Avg_Per_15_Min,Knockdowns,Knockdown_Avg,Average_Fight_Time,Control_Time,Event_1_Headline,Event_1_Date,Event_1_Result,Event_1_Time,Event_1_Method,Event_2_Headline,Event_2_Date,Event_2_Result,Event_2_Time,Event_2_Method,Event_3_Headline,Event_3_Date,Event_3_Result,Event_3_Time,Event_3_Method,Country,Place_of_Birth,Nickname,Stance,Birth_Date,Team,KO_TKO_Wins,Submission_Wins,Decision_Wins,Total_Control_Time,Total_Advancements,Total_Reversals,Total_Slams,Distance_Strikes,Clinch_Strikes,Ground_Strikes,Head_Strikes,Body_Strikes,Leg_Strikes,UFC_Debut_Date,Title_Fight_Record,Main_Event_Record,Fight_of_Night_Awards,Performance_of_Night_Awards
JasonHigh,Lightweight Division,nan-nan,Active,43.0,"5' 8""",155 lbs,"73""",,,American Top Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JasonJackson,Welterweight Division,nan-nan,Active,34.0,"6' 1""",182 lbs,"79""",,,Kill Cliff FC,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JasonKnight,Featherweight Division,nan-nan,Active,32.0,"5' 11""",146 lbs,"70""",,,Alan Belcher MMA Club,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JasonLambert,nan Division,nan-nan,Active,47.0,"6' 1""",185 lbs,"75""",,,Alliance MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JasonMacDonald,Middleweight Division,nan-nan,Active,50.0,"6' 3""",185 lbs,"80""",,,Pure Fitness and MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,374,509,73.5,26.5,374.0,,,,,,8,0,0,0,120.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JasonMiller,Light Heavyweight Division,nan-nan,Active,44.0,"6' 1""",205 lbs,,,,Reign MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JasonNovelli,Lightweight Division,nan-nan,Active,46.0,"6' 0""",155 lbs,"75.5""",,,Team Quest -Portland,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,60,180,33.3,66.7,60.0,,,,,,1,0,0,0,15.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JasonReinhardt,Bantamweight Division,nan-nan,Active,,"5' 6""",145 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,5,12,41.7,58.3,5.0,,,,,,1,0,0,0,15.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JasonSaggo,Lightweight Division,nan-nan,Active,39.0,"5' 11""",155 lbs,"71""",,,Wulfrun MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JasonTan,Welterweight Division,nan-nan,Active,,"5' 10""",170 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,26,45,57.8,42.2,26.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JasonThacker,Middleweight Division,nan-nan,Active,,,,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,3,5,60.0,40.0,3.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JasonVon Flue,nan Division,nan-nan,Active,,"6' 0""",170 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,88,170,51.8,48.2,88.0,,,,,,2,0,0,0,30.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JasonWitt,Welterweight Division,nan-nan,Active,38.0,"5' 10""",179 lbs,"70""",,,Glory MMA & Fitness,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,139,240,57.9,42.1,139.0,,,,,,15,0,0,0,225.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JasonYoung,Featherweight Division,nan-nan,Active,38.0,"5' 9""",145 lbs,"73""",,,Team Titan,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,277,512,54.1,45.9,277.0,,,,,,6,0,0,0,90.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JavidBasharat,Bantamweight Division,nan-nan,Active,29.0,"5' 9""",136 lbs,"69""",,,American Top Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,550,949,58.0,42.0,550.0,,,,,,9,0,0,0,135.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JavierVazquez,Featherweight Division,nan-nan,Active,47.0,"5' 7""",145 lbs,"69""",,,Gracie Jiu-Jitsu,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,107,209,51.2,48.8,107.0,,,,,,3,0,0,0,45.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JayCucciniello,Featherweight Division,nan-nan,Active,38.0,"5' 7""",145 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JayHieron,Welterweight Division,nan-nan,Active,48.0,"5' 11""",170 lbs,"75""",,,Xtreme Couture,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,77,198,38.9,61.1,77.0,,,,,,9,0,0,0,135.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JayPerrin,Bantamweight Division,nan-nan,Active,32.0,"5' 7""",136 lbs,"67""",,,Syndicate MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaySilva,nan Division,nan-nan,Active,44.0,"6' 2""",225 lbs,"75""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JeanMatsumoto,Bantamweight Division,nan-nan,Active,25.0,"5' 6""",139 lbs,"68.5""",,,Inside Muay Thai,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,360,781,46.1,53.9,360.0,,,,,,10,0,0,0,150.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JeanSilva,Featherweight Division,nan-nan,Active,,,145 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JeffCox,Lightweight Division,nan-nan,Active,55.0,,170 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,4,10,40.0,60.0,4.0,,,,,,1,0,0,0,15.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JeffCurran,Bantamweight Division,nan-nan,Active,47.0,"5' 6""",135 lbs,"69""",,,Team Curran,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,151,417,36.2,63.8,151.0,,,,,,1,0,0,0,15.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JeffHougland,Bantamweight Division,nan-nan,Active,,"5' 9""",135 lbs,"68""",,,Combat Sport and Fitness,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,207,323,64.1,35.9,207.0,,,,,,2,0,0,0,30.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JeffHughes,Heavyweight Division,nan-nan,Active,37.0,"6' 2""",258 lbs,"77""",,,Strong Style Fight Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,196,357,54.9,45.1,196.0,,,,,,2,0,0,0,30.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JeffJoslin,Welterweight Division,nan-nan,Active,50.0,"6' 0""",170 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,83,119,69.7,30.3,83.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JeffMonson,nan Division,nan-nan,Active,54.0,"5' 9""",240 lbs,"74""",,,American Top Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,442,656,67.4,32.6,442.0,,,,,,8,0,0,0,120.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JeffNewton,Light Heavyweight Division,nan-nan,Active,,,,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,4,12,33.3,66.7,4.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JekaSaragih,Featherweight Division,nan-nan,Active,30.0,"5' 8""",145 lbs,"69""",,,Batam Fighter Club,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,30,62,48.4,51.6,30.0,,,,,,1,0,0,0,15.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JenelLausa,Flyweight Division,nan-nan,Active,36.0,"5' 5""",125 lbs,"68.5""",,,Team Capanay,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JenniferGonzalez,Women's Flyweight Division,nan-nan,Active,,,,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JenniferMaia,Women's Flyweight Division,nan-nan,Active,36.0,"5' 4""",135 lbs,"64""",,,Chute Boxe,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JensPulver,Bantamweight Division,nan-nan,Active,50.0,"5' 7""",135 lbs,"70""",,,Team Curran,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,503,872,57.7,42.3,503.0,,,,,,4,0,0,0,60.0,0,0.0,2,30.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JeongYeongLee,Featherweight Division,nan-nan,Active,29.0,"5' 10""",146 lbs,"73.5""",,,Fight Ready,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,252,426,59.2,40.8,252.0,,,,,,2,0,0,0,30.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JeremiahWells,Welterweight Division,nan-nan,Active,38.0,"5' 9""",171 lbs,"74""",,,Renzo Gracie Philly,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,229,438,52.3,47.7,229.0,,,,,,11,0,0,0,165.0,0,0.0,2,30.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JeremiaSiregar,Flyweight Division,nan-nan,Active,33.0,"5' 2""",125 lbs,"63""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JeremyHorn,nan Division,nan-nan,Active,49.0,"6' 1""",185 lbs,"74""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JeremyJackson,Welterweight Division,nan-nan,Active,,,,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,91,136,66.9,33.1,91.0,,,,,,2,0,0,0,30.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JeremyKennedy,Featherweight Division,nan-nan,Active,32.0,"5' 11""",145 lbs,"71""",,,Xtreme Couture,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JeremyKimball,Middleweight Division,nan-nan,Active,34.0,"6' 0""",205 lbs,"72""",,,Team Wildman Vale Tudo,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JeremyLarsen,Featherweight Division,nan-nan,Active,39.0,"5' 10""",145 lbs,"70""",,,Arizona Combat Sports,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,102,198,51.5,48.5,102.0,,,,,,3,0,0,0,45.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JeremyStephens,Lightweight Division,nan-nan,Active,39.0,"5' 9""",155 lbs,"71""",,,Alliance MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,1761,3652,48.2,51.8,1761.0,,,,,,30,0,0,0,450.0,0,0.0,18,270.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JermaineAndre,Middleweight Division,nan-nan,Active,,,,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JeromeRivera,Flyweight Division,nan-nan,Active,30.0,"5' 10""",125 lbs,"72""",,,Luttrell-Yee MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,222,484,45.9,54.1,222.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JerrodSanders,Bantamweight Division,nan-nan,Active,45.0,"5' 8""",135 lbs,"72""",,,American Top Team OKC,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JerryBohlander,Middleweight Division,nan-nan,Active,,,,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,279,338,82.5,17.5,279.0,,,,,,3,0,0,0,45.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JessamynDuke,Women's Bantamweight Division,nan-nan,Active,39.0,"5' 11""",135 lbs,"73""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,341,548,62.2,37.8,341.0,,,,,,4,0,0,0,60.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JesseBongfeldt,Middleweight Division,nan-nan,Active,,"6' 0""",185 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,88,128,68.8,31.2,88.0,,,,,,2,0,0,0,30.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JesseButler,Bantamweight Division,nan-nan,Active,33.0,"5' 10""",136 lbs,"73""",,,Kron Gracie Jiu-Jitsu,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,33,97,34.0,66.0,33.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JesseForbes,Middleweight Division,nan-nan,Active,40.0,"6' 2""",185 lbs,"75""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,59,205,28.8,71.2,59.0,,,,,,1,0,0,0,15.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JesseLennox,Welterweight Division,nan-nan,Active,,,,"72""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,108,381,28.3,71.7,108.0,,,,,,3,0,0,0,45.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JesseMurray,Light Heavyweight Division,nan-nan,Active,32.0,"6' 3""",203 lbs,"78""",,,Strong Style Fight Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JesseRonson,Welterweight Division,nan-nan,Active,39.0,"5' 10""",155 lbs,"70""",,,Adrenaline Training Center,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JesseSanders,Welterweight Division,nan-nan,Active,,,,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,3,0.0,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JesseStrader,Bantamweight Division,nan-nan,Active,34.0,"5' 7""",135 lbs,"70""",,,SoCal Fight Factory,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JesseTaylor,Middleweight Division,nan-nan,Active,42.0,"6' 1""",185 lbs,"73""",,,The Arena,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessica-RoseClark,Women's Bantamweight Division,nan-nan,Active,37.0,"5' 5""",135 lbs,"64.5""",,,Combat Sports Academy,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,533,949,56.2,43.8,533.0,,,,,,12,0,0,0,180.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JessicaAguilar,Women's Strawweight Division,nan-nan,Active,43.0,"5' 3""",115 lbs,"63""",,,American Top Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JessicaAndrade,Women's Strawweight Division,nan-nan,Active,33.0,"5' 1""",126 lbs,"62""",,,Parana Vale Tudo,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,2129,3721,57.2,42.8,2129.0,,,,,,38,0,0,0,570.0,0,0.0,7,105.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JessicaEye,Women's Flyweight Division,nan-nan,Active,38.0,"5' 6""",126 lbs,"66""",,,Xtreme Couture,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,1192,2725,43.7,56.3,1192.0,,,,,,9,0,0,0,135.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JessicaPenne,Women's Strawweight Division,nan-nan,Active,42.0,"5' 5""",115 lbs,"67""",,,Alliance MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,525,1185,44.3,55.7,525.0,,,,,,8,0,0,0,120.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JessicaRakoczy,Women's Strawweight Division,nan-nan,Active,48.0,"5' 7""",115 lbs,"68""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,68,134,50.7,49.3,68.0,,,,,,1,0,0,0,15.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JessinAyari,Lightweight Division,nan-nan,Active,33.0,"6' 0""",155 lbs,"73.5""",,,Hammers Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,107,276,38.8,61.2,107.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JessLiaudin,Welterweight Division,nan-nan,Active,,"5' 9""",170 lbs,"72""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,166,255,65.1,34.9,166.0,,,,,,8,0,0,0,120.0,0,0.0,2,30.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JesusAguilar,Flyweight Division,nan-nan,Active,29.0,"5' 4""",125 lbs,"62.5""",,,Entram Gym,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,124,235,52.8,47.2,124.0,,,,,,6,0,0,0,90.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JesusPinedo,Featherweight Division,nan-nan,Active,29.0,"5' 11""",145 lbs,"74""",,,Pitbull Martial Arts Center,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JhonataDiniz,Heavyweight Division,nan-nan,Active,34.0,"6' 4""",254 lbs,"79.5""",,,Santa Fe Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,258,437,59.0,41.0,258.0,,,,,,0,0,0,0,0.0,0,0.0,3,45.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JhonataSilva,Flyweight Division,nan-nan,Active,28.0,"5' 5""",125 lbs,"66.5""",,,Nova Uniao ,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,38,72,52.8,47.2,38.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JhonovenPati,Middleweight Division,nan-nan,Active,35.0,"6' 1""",185 lbs,"75""",,,StrKings,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JianpingYang,Featherweight Division,nan-nan,Active,39.0,"5' 8""",145 lbs,,,,Fight Emperor,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,24,82,29.3,70.7,24.0,,,,,,1,0,0,0,15.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JimiManuwa,Light Heavyweight Division,nan-nan,Active,45.0,"6' 1""",205 lbs,"79.5""",,,Allstars Training Center,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,338,589,57.4,42.6,338.0,,,,,,3,0,0,0,45.0,0,0.0,3,45.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JimmieRivera,Featherweight Division,nan-nan,Active,35.0,"5' 4""",135 lbs,"68.5""",,,Team Tiger Schulman,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,637,1461,43.6,56.4,637.0,,,,,,8,0,0,0,120.0,0,0.0,3,45.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JimmyCrute,Light Heavyweight Division,nan-nan,Active,29.0,"6' 2""",205 lbs,"74""",,,Greco and Stewie's House,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,474,809,58.6,41.4,474.0,,,,,,22,0,0,0,330.0,0,0.0,4,60.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JimmyDrago,Welterweight Division,nan-nan,Active,30.0,"5' 11""",170 lbs,,,,Ataque Duplo ,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JimmyFlick,Flyweight Division,nan-nan,Active,34.0,"5' 7""",126 lbs,"68""",,,Forza Combat Sports,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,184,304,60.5,39.5,184.0,,,,,,10,0,0,0,150.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JimmyLawson,Heavyweight Division,nan-nan,Active,33.0,"6' 0""",263 lbs,"77""",,,Killer B Combat Sports Academy,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,5,16,31.2,68.8,5.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
