Name,Division_Title,Division_Record,Status,Age,Height,Weight,Reach,Leg_Reach,Octagon_Reach,Trains_at,Fighting_Style,Total_Fights,Wins,Losses,Draws,Win_Percentage,Title_Defenses,Former_Champion,Fight_Win_Streak,Octagon_Debut,Wins_by_KO_TKO,Wins_by_SUB,Wins_by_DEC,First_Round_Wins,Sig_Strikes_Landed,Sig_Strikes_Attempted,Striking_Accuracy,Striking_Defense,Sig_Strikes_Landed_Per_Min,Sig_Strikes_Absorbed_Per_Min,Average_Sig_Strikes,Sig_Strikes_Head_Pct,Sig_Strikes_Body_Pct,Sig_Strikes_Leg_Pct,Takedowns_Landed,Takedowns_Attempted,Takedown_Accuracy,Takedown_Defense,Takedown_Avg_Per_15_Min,Submissions,Submission_Avg_Per_15_Min,Knockdowns,Knockdown_Avg,Average_Fight_Time,Control_Time,Event_1_Headline,Event_1_Date,Event_1_Result,Event_1_Time,Event_1_Method,Event_2_Headline,Event_2_Date,Event_2_Result,Event_2_Time,Event_2_Method,Event_3_Headline,Event_3_Date,Event_3_Result,Event_3_Time,Event_3_Method,Country,Place_of_Birth,Nickname,Stance,Birth_Date,Team,KO_TKO_Wins,Submission_Wins,Decision_Wins,Total_Control_Time,Total_Advancements,Total_Reversals,Total_Slams,Distance_Strikes,Clinch_Strikes,Ground_Strikes,Head_Strikes,Body_Strikes,Leg_Strikes,UFC_Debut_Date,Title_Fight_Record,Main_Event_Record,Fight_of_Night_Awards,Performance_of_Night_Awards
JacobRosales,Lightweight Division,nan-nan,Active,29.0,"5' 11""",155 lbs,"74""",,,CSW,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JacobSilva,Flyweight Division,nan-nan,Active,37.0,"5' 5""",125 lbs,"67""",,,Metro Fight Club,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JacobVolkmann,nan Division,nan-nan,Active,44.0,"5' 9""",170 lbs,"71.5""",,,Minnesota Martial Arts Academy,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,410,704,58.2,41.8,410.0,,,,,,24,0,0,0,360.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JacquelineCavalcanti,Women's Bantamweight Division,nan-nan,Active,27.0,"5' 8""",134 lbs,"70""",,,Syndicate MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,380,788,48.2,51.8,380.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jae HyunPark,Lightweight Division,nan-nan,Active,23.0,"5' 10""",155 lbs,"72""",,,Korean Zombie MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JafelFilho,Flyweight Division,nan-nan,Active,32.0,"5' 7""",126 lbs,"68.5""",,,Nova Uniao ,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,196,359,54.6,45.4,196.0,,,,,,8,0,0,0,120.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JailtonAlmeida,Heavyweight Division,nan-nan,Active,34.0,"6' 3""",235 lbs,"79""",,,Galpao Da Luta,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,378,517,73.1,26.9,378.0,,,,,,30,0,0,0,450.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaimeAlvarez,Flyweight Division,nan-nan,Active,,,,"69""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,0.0,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JairzinhoRozenstruik,Heavyweight Division,nan-nan,Active,37.0,"6' 2""",252 lbs,"78""",,,American Top Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,578,1109,52.1,47.9,578.0,,,,,,0,0,0,0,0.0,0,0.0,7,105.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JairFarias,Featherweight Division,nan-nan,Active,32.0,"5' 11""",146 lbs,"77""",,,Fighting Nerds,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,57,146,39.0,61.0,57.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaiHerbert,Lightweight Division,nan-nan,Active,37.0,"6' 1""",156 lbs,"77""",,,Renegade MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,516,1031,50.0,50.0,516.0,,,,,,3,0,0,0,45.0,0,0.0,4,60.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JakeCollier,Light Heavyweight Division,nan-nan,Active,36.0,"6' 3""",256 lbs,"78.5""",,,Pit MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JakeEllenberger,Welterweight Division,nan-nan,Active,40.0,"5' 10""",170 lbs,"71.5""",,,Reign MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,609,1297,47.0,53.0,609.0,,,,,,23,0,0,0,345.0,0,0.0,11,165.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JakeHadley,Bantamweight Division,nan-nan,Active,28.0,"5' 7""",135 lbs,"70""",,,Fearless MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JakeHecht,Welterweight Division,nan-nan,Active,41.0,"6' 0""",170 lbs,"76""",,,Fiore MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,94,175,53.7,46.3,94.0,,,,,,3,0,0,0,45.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JakeLindsey,Lightweight Division,nan-nan,Active,39.0,"5' 11""",170 lbs,"72.5""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JakeMatthews,Welterweight Division,nan-nan,Active,30.0,"5' 11""",170 lbs,"73""",,,Nexus,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,1232,2360,52.2,47.8,1232.0,,,,,,25,0,0,0,375.0,0,0.0,5,75.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JakeO'Brien,Catch Weight Division,nan-nan,Active,40.0,"6' 3""",205 lbs,"76.5""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JakeRosholt,Light Heavyweight Division,nan-nan,Active,43.0,"6' 1""",185 lbs,,,,Team Takedown,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,50,83,60.2,39.8,50.0,,,,,,7,0,0,0,105.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JakeShields,Welterweight Division,nan-nan,Active,46.0,"6' 0""",170 lbs,"72""",,,Cesar Gracie Jiu-Jitsu,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,704,1500,46.9,53.1,704.0,,,,,,10,0,0,0,150.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JalinTurner,Lightweight Division,nan-nan,Active,30.0,"6' 3""",154 lbs,"77""",,,Carlson Gracie Riverside,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,638,1225,52.1,47.9,638.0,,,,,,5,0,0,0,75.0,0,0.0,8,120.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamahalHill,Light Heavyweight Division,nan-nan,Active,34.0,"6' 4""",206 lbs,"79""",,,Black Lion Jiu-Jitsu,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,839,1560,53.8,46.2,839.0,,,,,,0,0,0,0,0.0,0,0.0,4,60.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamallEmmers,Featherweight Division,nan-nan,Active,36.0,"5' 10""",145 lbs,"74""",,,Pinnacle MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,477,940,50.7,49.3,477.0,,,,,,9,0,0,0,135.0,0,0.0,4,60.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamalPogues,Heavyweight Division,nan-nan,Active,29.0,"6' 3""",264 lbs,"77""",,,Syndicate MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,368,744,49.5,50.5,368.0,,,,,,12,0,0,0,180.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamelleJones,Light Heavyweight Division,nan-nan,Active,37.0,"6' 0""",237 lbs,"75""",,,Sikjitsu,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamesBarnes,Bantamweight Division,nan-nan,Active,43.0,"5' 8""",135 lbs,"71""",,,Team Quest,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,21,36,58.3,41.7,21.0,,,,,,1,0,0,0,15.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamesBochnovic,Light Heavyweight Division,nan-nan,Active,36.0,"6' 4""",185 lbs,"81""",,,Rothwell MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamesGiboo,nan Division,nan-nan,Active,,,,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamesGray,Bantamweight Division,nan-nan,Active,37.0,"5' 9""",135 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,2,4,50.0,50.0,2.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamesHammortree,Middleweight Division,nan-nan,Active,,,,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,40,107,37.4,62.6,40.0,,,,,,2,0,0,0,30.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamesHead,Welterweight Division,nan-nan,Active,41.0,"6' 1""",170 lbs,"73""",,,Lovato's Brazilian Jiu-Jitsu,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,148,255,58.0,42.0,148.0,,,,,,1,0,0,0,15.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamesIrvin,Light Heavyweight Division,nan-nan,Active,46.0,"6' 2""",185 lbs,"75""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,70,132,53.0,47.0,70.0,,,,,,0,0,0,0,0.0,0,0.0,3,45.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamesKrause,Welterweight Division,nan-nan,Active,39.0,"6' 2""",170 lbs,"73.5""",,,Glory MMA & Fitness,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,916,1722,53.2,46.8,916.0,,,,,,8,0,0,0,120.0,0,0.0,3,45.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamesLee,Light Heavyweight Division,nan-nan,Active,51.0,"5' 11""",205 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,1,0.0,0.0,0.0,,,,,,2,0,0,0,30.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamesLlontop,Lightweight Division,nan-nan,Active,25.0,"6' 0""",166 lbs,"73""",,,Team FFC,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,403,830,48.6,51.4,403.0,,,,,,0,0,0,0,0.0,0,0.0,2,30.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamesMcSweeney,nan Division,nan-nan,Active,44.0,"6' 4""",250 lbs,"77""",,,Tiger Muay Thai,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamesMoontasri,Lightweight Division,nan-nan,Active,37.0,"5' 10""",170 lbs,"71""",,,Black House,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,278,453,61.4,38.6,278.0,,,,,,0,0,0,0,0.0,0,0.0,2,30.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamesMulheron,Heavyweight Division,nan-nan,Active,37.0,"5' 10""",250 lbs,"73""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamesTerry,Welterweight Division,nan-nan,Active,44.0,"5' 10""",170 lbs,,,,Cung Le's Universal Strength Headquarters,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamesTe-Huna,Middleweight Division,nan-nan,Active,,,,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,0.0,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamesToney,Heavyweight Division,nan-nan,Active,56.0,"5' 10""",240 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,4,6,66.7,33.3,4.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamesVick,Welterweight Division,nan-nan,Active,38.0,"6' 3""",170 lbs,"76""",,,Team Lloyd Irvin,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamesWilks,Welterweight Division,nan-nan,Active,47.0,"6' 1""",170 lbs,"75""",,,Lightning MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,220,340,64.7,35.3,220.0,,,,,,4,0,0,0,60.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamesZikic,nan Division,nan-nan,Active,48.0,"6' 2""",205 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,55,93,59.1,40.9,55.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamey-LynHorth,Women's Flyweight Division,nan-nan,Active,35.0,"5' 7""",126 lbs,"66""",,,The Sound Martial Arts,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,401,641,62.6,37.4,401.0,,,,,,6,0,0,0,90.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JameySimmons,Featherweight Division,nan-nan,Active,32.0,"5' 6""",136 lbs,"70""",,,Pura Vida BJJ,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,14,46,30.4,69.6,14.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamieColleen Miller,Women's Strawweight Division,nan-nan,Active,39.0,"5' 2""",115 lbs,"65""",,,Renzo Gracie Jiu-Jitsu,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamieMoyle,Women's Strawweight Division,nan-nan,Active,36.0,"5' 1""",115 lbs,"65""",,,Syndicate MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,274,485,56.5,43.5,274.0,,,,,,3,0,0,0,45.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamieMullarkey,Lightweight Division,nan-nan,Active,30.0,"6' 0""",155 lbs,"74""",,,Bangtao Muay Thai,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,503,1036,48.6,51.4,503.0,,,,,,16,0,0,0,240.0,0,0.0,2,30.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamiePickett,Middleweight Division,nan-nan,Active,36.0,"6' 2""",186 lbs,"80""",,,Port City Sports Performance,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,362,717,50.5,49.5,362.0,,,,,,10,0,0,0,150.0,0,0.0,2,30.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamieVarner,Lightweight Division,nan-nan,Active,40.0,"5' 8""",155 lbs,"71.5""",,,Arizona Combat Sports,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,361,800,45.1,54.9,361.0,,,,,,23,0,0,0,345.0,0,0.0,2,30.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamieYager,Welterweight Division,nan-nan,Active,41.0,"6' 2""",170 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JanainaSilva,Women's Strawweight Division,nan-nan,Active,33.0,"5' 1""",114 lbs,"60""",,,Babuino Gold Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,1,6,16.7,83.3,1.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JanayHarding,Women's Featherweight Division,nan-nan,Active,30.0,"5' 9""",145 lbs,"70""",,,Tiger Muay Thai,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JanseySilva,Middleweight Division,nan-nan,Active,30.0,"6' 2""",185 lbs,"67""",,,Tata Fight Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JanBlachowicz,Light Heavyweight Division,nan-nan,Active,42.0,"6' 2""",205 lbs,"78""",,,Berkut WCA Fight Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,1366,2371,57.6,42.4,1366.0,,,,,,19,0,0,0,285.0,0,0.0,6,90.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaquelineAmorim,Women's Strawweight Division,nan-nan,Active,30.0,"5' 3""",116 lbs,"68""",,,American Top Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,237,381,62.2,37.8,237.0,,,,,,6,0,0,0,90.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaredCannonier,Middleweight Division,nan-nan,Active,41.0,"5' 11""",185 lbs,"77.5""",,,MMA LAB,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,1418,2653,53.4,46.6,1418.0,,,,,,8,0,0,0,120.0,0,0.0,7,105.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaredGooden,Welterweight Division,nan-nan,Active,31.0,"6' 0""",172 lbs,"77""",,,X3 Sports,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,549,945,58.1,41.9,549.0,,,,,,5,0,0,0,75.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaredGordon,Lightweight Division,nan-nan,Active,36.0,"5' 9""",156 lbs,"68""",,,Kill Cliff FC,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,1751,2618,66.9,33.1,1751.0,,,,,,21,0,0,0,315.0,0,0.0,2,30.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaredHamman,Middleweight Division,nan-nan,Active,43.0,"6' 3""",185 lbs,"75""",,,Dynamix MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaredPapazian,Flyweight Division,nan-nan,Active,37.0,"5' 8""",125 lbs,"67""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaredRollins,Welterweight Division,nan-nan,Active,48.0,"5' 9""",185 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,78,111,70.3,29.7,78.0,,,,,,2,0,0,0,30.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaredRosholt,Heavyweight Division,nan-nan,Active,38.0,"6' 2""",245 lbs,"75.5""",,,Team Takedown,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaredVanderaa,Heavyweight Division,nan-nan,Active,33.0,"6' 4""",259 lbs,"80""",,,Team Quest -Portland,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JarjisDanho,Heavyweight Division,nan-nan,Active,41.0,"6' 3""",256 lbs,"74.5""",,,Hammers Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,65,120,54.2,45.8,65.0,,,,,,0,0,0,0,0.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JarnoErrens,Featherweight Division,nan-nan,Active,30.0,"5' 11""",145 lbs,"73""",,,Team Thriving Training Center,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,184,387,47.5,52.5,184.0,,,,,,0,0,0,0,0.0,0,0.0,2,30.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JarredBrooks,Flyweight Division,nan-nan,Active,32.0,"5' 3""",125 lbs,"62""",,,Mash Fight Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JasmineJasudavicius,Women's Flyweight Division,nan-nan,Active,36.0,"5' 7""",124 lbs,"68""",,,Niagara Top Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,1348,2216,60.8,39.2,1348.0,,,,,,26,0,0,0,390.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JasonBlack,Lightweight Division,nan-nan,Active,52.0,"5' 10""",169 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,61,80,76.2,23.8,61.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JasonBrilz,Light Heavyweight Division,nan-nan,Active,49.0,"5' 11""",205 lbs,"71.5""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,440,736,59.8,40.2,440.0,,,,,,11,0,0,0,165.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JasonDay,nan Division,nan-nan,Active,,"6' 0""",185 lbs,"72""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,81,120,67.5,32.5,81.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JasonDeLucia,Middleweight Division,nan-nan,Active,,"5' 11""",,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,24,35,68.6,31.4,24.0,,,,,,2,0,0,0,30.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JasonDent,nan Division,nan-nan,Active,45.0,"5' 10""",154 lbs,"71""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,268,423,63.4,36.6,268.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JasonFairn,Open Weight Division,nan-nan,Active,,,,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,0.0,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JasonGilliam,nan Division,nan-nan,Active,52.0,"6' 0""",170 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JasonGonzalez,Lightweight Division,nan-nan,Active,35.0,"6' 2""",155 lbs,"74""",,,Millennia MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,51,123,41.5,58.5,51.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
