Name,Division Tr,Division Rk,Wins by Kn,Wins by Su,First Roun,Wins by De,Striking ac,Sig. Strike,Takedownr,Sig. Str. La,Sig. Str. At,Submissio,Sig. Str. De,Knockdow,Average Sig,Event_1_H,Event_1_D,Event_1_R,Event_1_Ti,Event_1_M,Event_2_H,Event_2_D,Event_2_R,Event_2_Ti,Event_2_M,Event_3_H,Event_3_D,Event_3_R,Event_3_Ti,Event_3_M,Status,Place_ct,Fighting_s,Age,Height,Weight,Octagon_Reach,Leg_reach,Reach,Trains_at,Fight,Win,Title,Defeat,Former Champion,Division_Title,Division_Record,Sig_Str_Landed_Per_Min,Sig_Str_Absorbed_Per_Min,Takedown_Avg_Per_15_Min,Submission_Avg_Per_15_Min,Sig_Str_Defense,Takedown_Defense,Knockdown_Avg,Average_Fight_Time,Win_by_KO_TKO,Win_by_DEC,Win_by_SUB,Sig_Str_Head_Pct,Sig_Str_Body_Pct,Sig_Str_Leg_Pct,Fight_Win_Streak,Title_Defenses,Former_Champion,Octagon_Debut,Fighting_Style
JenelLausa,Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,36.0,"5' 5""",125 lbs,,,"68.5""",Team Capanay,,,,,,Flyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JenniferGonzalez,Women's Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Women's Flyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JenniferMaia,Women's Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,36.0,"5' 4""",135 lbs,,,"64""",Chute Boxe,,,,,,Women's Flyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JensPulver,Bantamweight,,0,0,0,0,57.7,503,4,503,872,0,,2,,,,,,,,,,,,,,,,,Active,,,50.0,"5' 7""",135 lbs,,,"70""",Team Curran,,,,,,Bantamweight Division,nan-nan,503.0,,60.0,0.0,42.3,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JeongYeongLee,Featherweight,,0,0,0,0,59.2,252,2,252,426,0,,0,,,,,,,,,,,,,,,,,Active,,,29.0,"5' 10""",146 lbs,,,"73.5""",Fight Ready,,,,,,Featherweight Division,nan-nan,252.0,,30.0,0.0,40.8,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JeremiahWells,Welterweight,,0,0,0,0,52.3,229,11,229,438,0,,2,,,,,,,,,,,,,,,,,Active,,,38.0,"5' 9""",171 lbs,,,"74""",Renzo Gracie Philly,,,,,,Welterweight Division,nan-nan,229.0,,165.0,0.0,47.7,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JeremiaSiregar,Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,33.0,"5' 2""",125 lbs,,,"63""",,,,,,,Flyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JeremyHorn,,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,49.0,"6' 1""",185 lbs,,,"74""",,,,,,,nan Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JeremyJackson,Welterweight,,0,0,0,0,66.9,91,2,91,136,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Welterweight Division,nan-nan,91.0,,30.0,0.0,33.1,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JeremyKennedy,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,32.0,"5' 11""",145 lbs,,,"71""",Xtreme Couture,,,,,,Featherweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JeremyKimball,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,34.0,"6' 0""",205 lbs,,,"72""",Team Wildman Vale Tudo,,,,,,Middleweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JeremyLarsen,Featherweight,,0,0,0,0,51.5,102,3,102,198,0,,1,,,,,,,,,,,,,,,,,Active,,,39.0,"5' 10""",145 lbs,,,"70""",Arizona Combat Sports,,,,,,Featherweight Division,nan-nan,102.0,,45.0,0.0,48.5,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JeremyStephens,Lightweight,,0,0,0,0,48.2,1761,30,1761,3652,0,,18,,,,,,,,,,,,,,,,,Active,,,39.0,"5' 9""",155 lbs,,,"71""",Alliance MMA,,,,,,Lightweight Division,nan-nan,1761.0,,450.0,0.0,51.8,0,270.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JermaineAndre,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Middleweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JeromeRivera,Flyweight,,0,0,0,0,45.9,222,0,222,484,0,,0,,,,,,,,,,,,,,,,,Active,,,30.0,"5' 10""",125 lbs,,,"72""",Luttrell-Yee MMA,,,,,,Flyweight Division,nan-nan,222.0,,0.0,0.0,54.1,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JerrodSanders,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,45.0,"5' 8""",135 lbs,,,"72""",American Top Team OKC,,,,,,Bantamweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JerryBohlander,Middleweight,,0,0,0,0,82.5,279,3,279,338,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Middleweight Division,nan-nan,279.0,,45.0,0.0,17.5,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JessamynDuke,Women's Bantamweight,,0,0,0,0,62.2,341,4,341,548,0,,0,,,,,,,,,,,,,,,,,Active,,,39.0,"5' 11""",135 lbs,,,"73""",,,,,,,Women's Bantamweight Division,nan-nan,341.0,,60.0,0.0,37.8,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JesseBongfeldt,Middleweight,,0,0,0,0,68.8,88,2,88,128,0,,0,,,,,,,,,,,,,,,,,Active,,,,"6' 0""",185 lbs,,,,,,,,,,Middleweight Division,nan-nan,88.0,,30.0,0.0,31.2,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JesseButler,Bantamweight,,0,0,0,0,34.0,33,0,33,97,0,,0,,,,,,,,,,,,,,,,,Active,,,33.0,"5' 10""",136 lbs,,,"73""",Kron Gracie Jiu-Jitsu,,,,,,Bantamweight Division,nan-nan,33.0,,0.0,0.0,66.0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JesseForbes,Middleweight,,0,0,0,0,28.8,59,1,59,205,0,,1,,,,,,,,,,,,,,,,,Active,,,40.0,"6' 2""",185 lbs,,,"75""",,,,,,,Middleweight Division,nan-nan,59.0,,15.0,0.0,71.2,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JesseLennox,Welterweight,,0,0,0,0,28.3,108,3,108,381,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,"72""",,,,,,,Welterweight Division,nan-nan,108.0,,45.0,0.0,71.7,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JesseMurray,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,32.0,"6' 3""",203 lbs,,,"78""",Strong Style Fight Team,,,,,,Light Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JesseRonson,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,39.0,"5' 10""",155 lbs,,,"70""",Adrenaline Training Center,,,,,,Welterweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JesseSanders,Welterweight,,0,0,0,0,0.0,0,0,0,3,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Welterweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JesseStrader,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,34.0,"5' 7""",135 lbs,,,"70""",SoCal Fight Factory,,,,,,Bantamweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JesseTaylor,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,42.0,"6' 1""",185 lbs,,,"73""",The Arena,,,,,,Middleweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
Jessica-RoseClark,Women's Bantamweight,,0,0,0,0,56.2,533,12,533,949,0,,0,,,,,,,,,,,,,,,,,Active,,,37.0,"5' 5""",135 lbs,,,"64.5""",Combat Sports Academy,,,,,,Women's Bantamweight Division,nan-nan,533.0,,180.0,0.0,43.8,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JessicaAguilar,Women's Strawweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,43.0,"5' 3""",115 lbs,,,"63""",American Top Team,,,,,,Women's Strawweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JessicaAndrade,Women's Strawweight,,0,0,0,0,57.2,2129,38,2129,3721,0,,7,,,,,,,,,,,,,,,,,Active,,,33.0,"5' 1""",126 lbs,,,"62""",Parana Vale Tudo,,,,,,Women's Strawweight Division,nan-nan,2129.0,,570.0,0.0,42.8,0,105.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JessicaEye,Women's Flyweight,,0,0,0,0,43.7,1192,9,1192,2725,0,,0,,,,,,,,,,,,,,,,,Active,,,38.0,"5' 6""",126 lbs,,,"66""",Xtreme Couture,,,,,,Women's Flyweight Division,nan-nan,1192.0,,135.0,0.0,56.3,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JessicaPenne,Women's Strawweight,,0,0,0,0,44.3,525,8,525,1185,0,,0,,,,,,,,,,,,,,,,,Active,,,42.0,"5' 5""",115 lbs,,,"67""",Alliance MMA,,,,,,Women's Strawweight Division,nan-nan,525.0,,120.0,0.0,55.7,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JessicaRakoczy,Women's Strawweight,,0,0,0,0,50.7,68,1,68,134,0,,0,,,,,,,,,,,,,,,,,Active,,,48.0,"5' 7""",115 lbs,,,"68""",,,,,,,Women's Strawweight Division,nan-nan,68.0,,15.0,0.0,49.3,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JessinAyari,Lightweight,,0,0,0,0,38.8,107,0,107,276,0,,0,,,,,,,,,,,,,,,,,Active,,,33.0,"6' 0""",155 lbs,,,"73.5""",Hammers Team,,,,,,Lightweight Division,nan-nan,107.0,,0.0,0.0,61.2,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JessLiaudin,Welterweight,,0,0,0,0,65.1,166,8,166,255,0,,2,,,,,,,,,,,,,,,,,Active,,,,"5' 9""",170 lbs,,,"72""",,,,,,,Welterweight Division,nan-nan,166.0,,120.0,0.0,34.9,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JesusAguilar,Flyweight,,0,0,0,0,52.8,124,6,124,235,0,,1,,,,,,,,,,,,,,,,,Active,,,29.0,"5' 4""",125 lbs,,,"62.5""",Entram Gym,,,,,,Flyweight Division,nan-nan,124.0,,90.0,0.0,47.2,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JesusPinedo,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,29.0,"5' 11""",145 lbs,,,"74""",Pitbull Martial Arts Center,,,,,,Featherweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JhonataDiniz,Heavyweight,,0,0,0,0,59.0,258,0,258,437,0,,3,,,,,,,,,,,,,,,,,Active,,,34.0,"6' 4""",254 lbs,,,"79.5""",Santa Fe Team,,,,,,Heavyweight Division,nan-nan,258.0,,0.0,0.0,41.0,0,45.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JhonataSilva,Flyweight,,0,0,0,0,52.8,38,0,38,72,0,,0,,,,,,,,,,,,,,,,,Active,,,28.0,"5' 5""",125 lbs,,,"66.5""",Nova Uniao ,,,,,,Flyweight Division,nan-nan,38.0,,0.0,0.0,47.2,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JhonovenPati,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,35.0,"6' 1""",185 lbs,,,"75""",StrKings,,,,,,Middleweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JianpingYang,Featherweight,,0,0,0,0,29.3,24,1,24,82,0,,0,,,,,,,,,,,,,,,,,Active,,,39.0,"5' 8""",145 lbs,,,,Fight Emperor,,,,,,Featherweight Division,nan-nan,24.0,,15.0,0.0,70.7,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JimiManuwa,Light Heavyweight,,0,0,0,0,57.4,338,3,338,589,0,,3,,,,,,,,,,,,,,,,,Active,,,45.0,"6' 1""",205 lbs,,,"79.5""",Allstars Training Center,,,,,,Light Heavyweight Division,nan-nan,338.0,,45.0,0.0,42.6,0,45.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JimmieRivera,Featherweight,,0,0,0,0,43.6,637,8,637,1461,0,,3,,,,,,,,,,,,,,,,,Active,,,35.0,"5' 4""",135 lbs,,,"68.5""",Team Tiger Schulman,,,,,,Featherweight Division,nan-nan,637.0,,120.0,0.0,56.4,0,45.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JimmyCrute,Light Heavyweight,,0,0,0,0,58.6,474,22,474,809,0,,4,,,,,,,,,,,,,,,,,Active,,,29.0,"6' 2""",205 lbs,,,"74""",Greco and Stewie's House,,,,,,Light Heavyweight Division,nan-nan,474.0,,330.0,0.0,41.4,0,60.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JimmyDrago,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,30.0,"5' 11""",170 lbs,,,,Ataque Duplo ,,,,,,Welterweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JimmyFlick,Flyweight,,0,0,0,0,60.5,184,10,184,304,0,,0,,,,,,,,,,,,,,,,,Active,,,34.0,"5' 7""",126 lbs,,,"68""",Forza Combat Sports,,,,,,Flyweight Division,nan-nan,184.0,,150.0,0.0,39.5,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JimmyLawson,Heavyweight,,0,0,0,0,31.2,5,0,5,16,0,,0,,,,,,,,,,,,,,,,,Active,,,33.0,"6' 0""",263 lbs,,,"77""",Killer B Combat Sports Academy,,,,,,Heavyweight Division,nan-nan,5.0,,0.0,0.0,68.8,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JimmyQuinlan,Middleweight,,0,0,0,0,70.0,7,1,7,10,0,,0,,,,,,,,,,,,,,,,,Active,,,,,185 lbs,,,"72""",,,,,,,Middleweight Division,nan-nan,7.0,,15.0,0.0,30.0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JimmyWallhead,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,45.0,"5' 10""",170 lbs,,,"73""",Team Rough House,,,,,,Welterweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JimyHettes,Featherweight,,0,0,0,0,68.8,449,22,449,653,0,,0,,,,,,,,,,,,,,,,,Active,,,38.0,"5' 9""",145 lbs,,,"71""",Gracie NEPA,,,,,,Featherweight Division,nan-nan,449.0,,330.0,0.0,31.2,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JimAlers,Featherweight,,0,0,0,0,49.5,212,7,212,428,0,,1,,,,,,,,,,,,,,,,,Active,,,38.0,"5' 9""",145 lbs,,,"71""",Alliance Jiu-Jitsu,,,,,,Featherweight Division,nan-nan,212.0,,105.0,0.0,50.5,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JimMiller,Lightweight,,0,0,0,0,49.4,1830,45,1830,3708,0,,6,,,,,,,,,,,,,,,,,Active,,,41.0,"5' 8""",156 lbs,,,"71""",Sussex County MMA,,,,,,Lightweight Division,nan-nan,1830.0,,675.0,0.0,50.6,0,90.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JimMullen,Heavyweight,,0,0,0,0,57.1,4,0,4,7,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Heavyweight Division,nan-nan,4.0,,0.0,0.0,42.9,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
Jinh YuFrey,Women's Strawweight,,0,0,0,0,47.7,399,7,399,836,0,,0,,,,,,,,,,,,,,,,,Active,,,40.0,"5' 3""",116 lbs,,,"65""",Genesis BJJ,,,,,,Women's Strawweight Division,nan-nan,399.0,,105.0,0.0,52.3,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JinnosukeKashimura,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,23.0,"5' 7""",155 lbs,,,"71""",,,,,,,Lightweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JinAoi,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,28.0,"5' 7""",145 lbs,,,,,,,,,,Featherweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JinSoo Son,Bantamweight,,0,0,0,0,38.5,169,3,169,439,0,,0,,,,,,,,,,,,,,,,,Active,,,32.0,"5' 6""",135 lbs,,,"69""",Korean Zombie MMA,,,,,,Bantamweight Division,nan-nan,169.0,,45.0,0.0,61.5,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JiříProcházka,Light Heavyweight,,0,0,0,0,58.4,489,3,489,838,0,,4,,,,,,,,,,,,,,,,,Active,,,32.0,"6' 3""",204 lbs,,,"80""",Jetsaam Gym Brno,,,,,,Light Heavyweight Division,nan-nan,489.0,,45.0,0.0,41.6,0,60.0,0,,,,,,,0,0,No,,Mixed Martial Arts
Ji YeonKim,Women's Flyweight,,0,0,0,0,40.3,903,0,903,2239,0,,1,,,,,,,,,,,,,,,,,Active,,,35.0,"5' 7""",126 lbs,,,"72""",Syndicate MMA,,,,,,Women's Flyweight Division,nan-nan,903.0,,0.0,0.0,59.7,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JJAldrich,Women's Flyweight,,0,0,0,0,52.3,1099,11,1099,2101,0,,0,,,,,,,,,,,,,,,,,Active,,,32.0,"5' 5""",126 lbs,,,"67.5""",Elevation Fight Team,,,,,,Women's Flyweight Division,nan-nan,1099.0,,165.0,0.0,47.7,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JJOkanovich,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,34.0,"5' 11""",155 lbs,,,"76""",,,,,,,Lightweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoachimChristensen,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,46.0,"6' 3""",205 lbs,,,"76""",,,,,,,Light Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoandersonBrito,Featherweight,,0,0,0,0,58.9,324,13,324,550,0,,1,,,,,,,,,,,,,,,,,Active,,,30.0,"5' 8""",146 lbs,,,"72""",Chute Boxe - Joao Emilio,,,,,,Featherweight Division,nan-nan,324.0,,195.0,0.0,41.1,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoannaJedrzejczyk,Women's Strawweight,,0,0,0,0,51.0,1987,5,1987,3897,0,,1,,,,,,,,,,,,,,,,,Active,,,37.0,"5' 6""",116 lbs,,,"65.5""",American Top Team,,,,,,Women's Strawweight Division,nan-nan,1987.0,,75.0,0.0,49.0,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoanneWood,Women's Flyweight,,0,0,0,0,58.8,1905,19,1905,3242,0,,3,,,,,,,,,,,,,,,,,Active,,,39.0,"5' 6""",125 lbs,,,"65.5""",Syndicate MMA,,,,,,Women's Flyweight Division,nan-nan,1905.0,,285.0,0.0,41.2,0,45.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoaoElias,Flyweight,,0,0,0,0,58.3,7,0,7,12,0,,0,,,,,,,,,,,,,,,,,Active,,,30.0,"5' 3""",125 lbs,,,"64.5""",Gile Ribeiro Team / Noguchi Team,,,,,,Flyweight Division,nan-nan,7.0,,0.0,0.0,41.7,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoaoPierini,,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,nan Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoaoRoque,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Featherweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoaquimSilva,Lightweight,,0,0,0,0,53.6,671,3,671,1253,0,,3,,,,,,,,,,,,,,,,,Active,,,36.0,"5' 8""",155 lbs,,,"69""",American Top Team,,,,,,Lightweight Division,nan-nan,671.0,,45.0,0.0,46.4,0,45.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoaquinBuckley,Welterweight,,0,0,0,0,40.0,836,19,836,2092,0,,9,,,,,,,,,,,,,,,,,Active,,,31.0,"5' 10""",171 lbs,,,"76""",Murcielago MMA,,,,,,Welterweight Division,nan-nan,836.0,,285.0,0.0,60.0,0,135.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JobySanchez,Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,34.0,"5' 6""",135 lbs,,,"68""",Jackson-Wink MMA,,,,,,Flyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JocelynJones-Lybarger,Women's Strawweight,,0,0,0,0,38.3,182,1,182,475,0,,0,,,,,,,,,,,,,,,,,Active,,,39.0,"5' 7""",115 lbs,,,"64.5""",,,,,,,Women's Strawweight Division,nan-nan,182.0,,15.0,0.0,61.7,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JodieEsquibel,Women's Strawweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,39.0,"5' 1""",115 lbs,,,"64""",Jackson-Wink MMA,,,,,,Women's Strawweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoelÁlvarez,Lightweight,,0,0,0,0,62.8,441,0,441,702,0,,1,,,,,,,,,,,,,,,,,Active,,,32.0,"6' 3""",156 lbs,,,"77""",Centro Deportivo Tibet,,,,,,Lightweight Division,nan-nan,441.0,,0.0,0.0,37.2,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoelSutton,Open Weight,,0,0,0,0,0.0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,"5' 11""",205 lbs,,,,,,,,,,Open Weight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoeyBeltran,,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,43.0,"6' 1""",205 lbs,,,"75""",Alliance MMA,,,,,,nan Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoeyGambino,Featherweight,,0,0,0,0,44.4,64,0,64,144,0,,0,,,,,,,,,,,,,,,,,Active,,,36.0,"5' 7""",145 lbs,,,,Team Raging Warriors,,,,,,Featherweight Division,nan-nan,64.0,,0.0,0.0,55.6,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoeyGilbert,,,0,0,0,0,73.3,11,0,11,15,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,nan Division,nan-nan,11.0,,0.0,0.0,26.7,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoeyGomez,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,38.0,"5' 10""",135 lbs,,,"71""",Team Triumph,,,,,,Bantamweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoeyRoberts,Heavyweight,,0,0,0,0,55.0,33,1,33,60,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Heavyweight Division,nan-nan,33.0,,15.0,0.0,45.0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoeBrammer,Lightweight,,0,0,0,0,39.2,56,1,56,143,0,,0,,,,,,,,,,,,,,,,,Active,,,41.0,"5' 8""",155 lbs,,,,,,,,,,Lightweight Division,nan-nan,56.0,,15.0,0.0,60.8,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoeCharles,Heavyweight,,0,0,0,0,66.7,2,0,2,3,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Heavyweight Division,nan-nan,2.0,,0.0,0.0,33.3,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoeDoerksen,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,47.0,"6' 0""",184 lbs,,,"75""",,,,,,,Light Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoeDuffy,Lightweight,,0,0,0,0,39.7,213,4,213,537,0,,2,,,,,,,,,,,,,,,,,Active,,,37.0,"5' 10""",155 lbs,,,"73""",TriStar Gym,,,,,,Lightweight Division,nan-nan,213.0,,60.0,0.0,60.3,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
JoeEllenberger,Lightweight,,0,0,0,0,59.0,85,6,85,144,0,,0,,,,,,,,,,,,,,,,,Active,,,40.0,"5' 9""",155 lbs,,,"72""",,,,,,,Lightweight Division,nan-nan,85.0,,90.0,0.0,41.0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
