Name,Division Tr,Division Rk,Wins by Kn,Wins by Su,First Roun,Wins by De,Striking ac,Sig. Strike,Takedownr,Sig. Str. La,Sig. Str. At,Submissio,Sig. Str. De,Knockdow,Average Sig,Event_1_H,Event_1_D,Event_1_R,Event_1_Ti,Event_1_M,Event_2_H,Event_2_D,Event_2_R,Event_2_Ti,Event_2_M,Event_3_H,Event_3_D,Event_3_R,Event_3_Ti,Event_3_M,Status,Place_ct,Fighting_s,Age,Height,Weight,Octagon_Reach,Leg_reach,Reach,Trains_at,Fight,Win,Title,Defeat,Former Champion
Denise Gomes,Women's Strawweight,11-3-0,7,0,0,11,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Orthodox,25,"5' 2""",115 lbs,,,"63""",Parana Vale Tudo,,,,,
Denis Kang,Middleweight,35-16-2,14,15,0,35,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,47,"5' 11""",185 lbs,,,"77""",American Top Team,,,,,
Denis Stojnic,,9-2-0,3,4,0,9,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Bosnia & Herzegovina,Orthodox,45,"5' 11""",245 lbs,,,,,,,,,
Denis Tiuliulin,Middleweight,10-10-0,9,0,0,10,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Russia,Orthodox,37,"6' 1""",185 lbs,,,"77""",Evolve MMA,,,,,
Dennis Bermudez,Featherweight,18-9-0,4,4,0,18,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,38,"5' 6""",155 lbs,,,"66""",Long Island MMA,,,,,
Dennis Bryant,Light Heavyweight,5-2-0,4,1,0,5,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,,"6' 0""",205 lbs,,,,,,,,,
Dennis Buzukja,Featherweight,12-5-0,5,1,0,12,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Switch,27,"5' 9""",155 lbs,,,"70.5""",Serra-Longo Fight Team ,,,,,
Dennis Hallman,Lightweight,53-20-2,5,39,0,53,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,49,"5' 9""",170 lbs,,,"72""",Victory MMA,,,,,
Dennis Siver,Featherweight,23-11-0,5,9,0,23,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Germany,Orthodox,46,"5' 7""",145 lbs,,,"70""",Kiboju ,,,,,
Denys Bondar,Flyweight,14-5-0,4,10,0,14,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Ukraine,Orthodox,32,"5' 6""",126 lbs,,,"69""",Kharkov Top Team,,,,,
Dequan Townsend,Light Heavyweight,22-13-0,12,5,0,22,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,39,"6' 3""",185 lbs,,,"79""",Murcielago MMA,,,,,
Derek Brunson,Middleweight,24-9-0,12,4,0,24,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Southpaw,41,"6' 1""",186 lbs,,,"77""",Kill Cliff FC,,,,,
Derek Downey,Middleweight,0-3-0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,45,"6' 1""",185 lbs,,,,,,,,,
Deron Winn,Middleweight,7-3-0,4,0,0,7,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,36,"5' 6""",186 lbs,,,"70""",AKA (American Kickboxing Academy),,,,,
Derrick Krantz,Welterweight,24-12-0,10,11,0,24,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,37,"5' 10""",170 lbs,,,"72""",Team 515,,,,,
Derrick Lewis,Heavyweight,29-12-0,24,1,0,29,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,40,"6' 3""",261 lbs,,,"79""",Silverback Fight Club,,,,,
Derrick Noble,Lightweight,5-10-0,0,3,0,5,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Southpaw,46,"5' 9""",170 lbs,,,,,,,,,
Desmond Green,Lightweight,23-8-0,6,1,0,23,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Southpaw,35,"5' 10""",155 lbs,,,"73""",Sanford MMA,,,,,
Desmond Torres,Bantamweight,7-4-0,1,4,0,7,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,28,"5' 6""",135 lbs,,,"69""",,,,,,
Devin Clark,Light Heavyweight,14-9-0,4,1,0,14,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,35,"6' 0""",204 lbs,,,"75""",Elevation Fight Team,,,,,
Devin Powell,Lightweight,10-5-0,3,4,0,10,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,37,"6' 0""",155 lbs,,,"73""",Nostos MMA,,,,,
Devin Smyth,Welterweight,10-4-0,2,5,0,10,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Switch,29,"5' 10""",170 lbs,,,"73""",,,,,,
Devonte Smith,Lightweight,11-4-0,10,1,0,11,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Orthodox,31,"5' 9""",156 lbs,,,"76""",FactoryX Muay Thai,,,,,
Dhiego Lima,Welterweight,17-9-0,4,5,0,17,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Orthodox,36,"6' 2""",171 lbs,,,"75""",American Top Team Atlanta,,,,,
Diana Belbita,Women's Flyweight,15-10-0,6,4,0,15,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Romania,Orthodox,29,"5' 7""",125 lbs,,,"68""",House Of Champions,,,,,
Diego Brandao,Featherweight,30-22-0,17,6,0,30,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Orthodox,38,"5' 7""",155 lbs,,,"68.5""",Jackson-Wink MMA,,,,,
Diego Ferreira,Lightweight,19-6-0,5,7,0,19,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Orthodox,40,"5' 9""",156 lbs,,,"74""",Fortis MMA,,,,,
Diego Henrique da Silva,Middleweight,8-4-0,3,5,0,8,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,38,"6' 2""",185 lbs,,,,,,,,,
Diego Lopes,Featherweight,26-7-0,10,12,0,26,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Orthodox,30,"5' 11""",145 lbs,,,"72.5""",Lobo Gym MMA,,,,,
Diego Nunes,,0-1-0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,--,,,170 lbs,,,,,,,,,
Diego Rivas,Featherweight,7-2-0,2,3,0,7,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Chile,Orthodox,33,"5' 8""",135 lbs,,,"69""",Elemental Dojo,,,,,
Diego Sanchez,Welterweight,31-14-0,10,6,0,31,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Southpaw,43,"5' 10""",170 lbs,,,"72""",Jackson-Wink MMA,,,,,
Diego Saraiva,,3-10-1,1,1,0,3,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Orthodox,43,"5' 6""",155 lbs,,,,,,,,,
Dieusel Berto,Open Weight,0-1-0,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,--,,,,,,,,,,,,
Dileno Lopes,Bantamweight,19-3-0,4,12,0,19,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,--,40,"5' 5""",135 lbs,,,"65.5""",Nova Uniao ,,,,,
Dinis Paiva,Featherweight,13-9-0,7,2,0,13,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,USA,Southpaw,37,"5' 9""",145 lbs,,,"71""",Juniko,,,,,
Din Thomas,Featherweight,26-9-0,7,15,0,26,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,48,"5' 9""",155 lbs,,,,American Top Team,,,,,
Dione Barbosa,Women's Flyweight,8-3-0,0,4,0,8,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Orthodox,33,"5' 6""",126 lbs,,,"66""",Kings MMA,,,,,
Dion Staring,,30-13-0,16,8,0,30,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Orthodox,47,"6' 1""",240 lbs,,,,,,,,,
Diyar Nurgozhay,Light Heavyweight,10-1-0,6,2,0,10,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Kazakhstan,Southpaw,28,"6' 2""",210 lbs,,,"74""",Arlan MMA Pro Team,,,,,
Djorden Santos,Middleweight,10-2-0,3,4,0,10,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Brazil,Orthodox,27,"6' 0""",185 lbs,,,"75.5""",JAB Promotions,,,,,
Dmitrii Smoliakov,Heavyweight,9-3-0,4,5,0,9,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Russia,Switch,42,"6' 2""",262 lbs,,,"74""",Baltic Challenge Team,,,,,
Dmitry Poberezhets,Heavyweight,24-5-1,14,5,0,24,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Ukraine,--,40,"6' 3""",235 lbs,,,,,,,,,
Dmitry Sosnovskiy,Heavyweight,11-0-0,6,3,0,11,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,Russia,Orthodox,35,"6' 3""",240 lbs,,,"77""",GOR MMA,,,,,
Dokonjonosuke Mishima,,4-7-0,0,1,0,4,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,Southpaw,53,"5' 7""",154 lbs,,,,,,,,,
